ALF,AS,LRII,LRIC,Rho,CT,C,CRPa,CRPe,DLI,DLC,TRI,Failure
0.084961429,2.25,0,0.3283,0.0245,2,DC,0.083333333,0.083333333,1.418543046,1.418543046,0.261940129,Flexure
0.084961429,2.25,0,0.3283,0.0245,2,DC,0.083333333,0.083333333,1.418543046,1.418543046,0.261940129,Flexure
0.089196267,2.25,0,0.3447,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.54999267,Flexure
0.089196267,2.25,0,0.3447,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.54999267,Flexure
0.095759203,2.25,0,0.37,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.295230179,Flexure
0.095759203,2.25,0,0.37,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.295230179,Flexure
0.104496357,2.25,0,0.4038,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.429180833,Flexure
0.104496357,2.25,0,0.4038,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.429180833,Flexure
0.2097784,2.25,0,0.4038,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.644334478,Flexure
0.2097784,2.25,0,0.4038,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.644334478,Flexure
0.157910114,2.25,0,0.304,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.242510504,Flexure
0.157910114,2.25,0,0.304,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.242510504,Flexure
0.08204012,2.25,0,0.317,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.336949995,Flexure
0.08204012,2.25,0,0.317,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.336949995,Flexure
0.07844384,2.25,0,0.3031,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.322179584,Flexure
0.07844384,2.25,0,0.3031,0.0245,2,DC,0.093832021,0.083333333,1.418543046,1.418543046,0.322179584,Flexure
0.3,2.5,0.099440923,0.1989,0.0243,8,C,0.074,0.074,1.375921909,1.375921909,0.259452888,Flexure
0.6,2.5,0.099440923,0.1989,0.0243,8,C,0.074,0.074,1.375921909,1.375921909,0.259452888,Flexure
0.566893424,2,0.055748763,0.1115,0.0169,8,C,0.074166667,0.074166667,1.515463918,1.515463918,0.451737396,Flexure
0.566893424,2,0.055748763,0.1115,0.0169,8,C,0.074166667,0.074166667,1.515463918,1.515463918,0.451737396,Flexure
0.594181772,2.142857143,0.077909761,0.1558,0.0194,8,C,0.04375,0.04375,1.515463918,1.515463918,0.58922269,Flexure
0.027332869,3.1125,0.064069933,0.0961,0.0158,2,C,0.06875,0.06875,1.550964187,1.550964187,0.082842363,Flexure
0.027485994,3.1125,0.064428869,0.0966,0.0158,2,C,0.06875,0.06875,1.550964187,1.550964187,0.083306465,Flexure
0.028607872,3.1125,0.067058618,0.1006,0.0158,2,C,0.06875,0.06875,1.550964187,1.550964187,0.086706729,Flexure
0.029555723,3.1125,0.06928044,0.1039,0.0158,2,C,0.06875,0.06875,1.550964187,1.550964187,0.089579543,Flexure
0.026664402,3.1125,0.062503006,0.0938,0.0158,2,C,0.06875,0.06875,1.550964187,1.550964187,0.080816327,Flexure
0.027332869,3.1125,0.064069933,0.0961,0.0158,2,C,0.06875,0.06875,1.550964187,1.550964187,0.082842363,Flexure
